Stock Name,Stock Area,Assessment Year,B Year,Estimated B,B Unit,source,Estimated B (Metric Tons)
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,49685.69921875,Metric Tons,AlaskaEco,49685.69921875
Kamchatka flounder - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,49685.69921875,Metric Tons,AlaskaEco,49685.69921875
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2014.0,713200.0,Metric Tons,AlaskaEco,713200.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,632502.0,Metric Tons,AlaskaEco,632502.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,611242.0,Metric Tons,AlaskaEco,611242.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,592085.0,Metric Tons,AlaskaEco,592085.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,539500.0,Metric Tons,AlaskaEco,539500.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,458572.0,Metric Tons,AlaskaEco,458572.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,458572.0,Metric Tons,AlaskaEco,458572.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,314380.0,Metric Tons,AlaskaEco,314380.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,314380.0,Metric Tons,AlaskaEco,314380.0
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,250.33599853515625,Thousand Metric Tons,AlaskaEco,250335.99853515625
Northern rock sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,250.33599853515625,Thousand Metric Tons,AlaskaEco,250335.99853515625
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,84697.0,mt,AlaskaEco,84697.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,97785.0,metric tons,AlaskaEco,97785.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,95565.0,metric tons,AlaskaEco,95565.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,110592.0,metric tons,AlaskaEco,110592.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2019.0,115667.0,Metric Tons,AlaskaEco,115667.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2019.0,115667.0,Metric Tons,AlaskaEco,115667.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2021.0,125932.0,Metric Tons,AlaskaEco,125932.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2021.0,125932.0,Metric Tons,AlaskaEco,125932.0
Northern rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2023.0,132760.0,Metric Tons,AlaskaEco,132760.0
Pacific cod - Aleutian Islands,Aleutian Islands,2013,2012.0,59031.0,Metric Tons,AlaskaEco,59031.0
Pacific cod - Aleutian Islands,Aleutian Islands,2014,2014.0,68880.0,Metric Tons,AlaskaEco,68880.0
Pacific cod - Aleutian Islands,Aleutian Islands,2015,2015.0,68900.0,Metric Tons,AlaskaEco,68900.0
Pacific cod - Aleutian Islands,Aleutian Islands,2016,2016.0,79553.0,Metric Tons,AlaskaEco,79553.0
Pacific cod - Aleutian Islands,Aleutian Islands,2017,2017.0,79553.0,Metric Tons,AlaskaEco,79553.0
Pacific cod - Aleutian Islands,Aleutian Islands,2018,2018.0,80696.0,Metric Tons,AlaskaEco,80696.0
Pacific cod - Aleutian Islands,Aleutian Islands,2019,2018.0,80696.0,Metric Tons,AlaskaEco,80696.0
Pacific cod - Aleutian Islands,Aleutian Islands,2020,2018.0,80694.0,Metric Tons,AlaskaEco,80694.0
Pacific cod - Aleutian Islands,Aleutian Islands,2021,2018.0,80694.0,Metric Tons,AlaskaEco,80694.0
Pacific cod - Aleutian Islands,Aleutian Islands,2022,2022.0,54166.0,Metric Tons,AlaskaEco,54166.0
Pacific cod - Aleutian Islands,Aleutian Islands,2023,2023.0,54166.0,Metric Tons,AlaskaEco,54166.0
Pacific cod - Bering Sea,Bering Sea,2013,2013.0,316266.0,Metric Tons,AlaskaEco,316266.0
Pacific cod - Bering Sea,Bering Sea,2014,2014.0,364504.0,Metric Tons,AlaskaEco,364504.0
Pacific cod - Bering Sea,Bering Sea,2015,2015.0,401573.0,Metric Tons,AlaskaEco,401573.0
Pacific cod - Bering Sea,Bering Sea,2016,2016.0,337455.0,Metric Tons,AlaskaEco,337455.0
Pacific cod - Bering Sea,Bering Sea,2017,2017.0,240537.0,Metric Tons,AlaskaEco,240537.0
Pacific cod - Bering Sea,Bering Sea,2018,2018.0,303676.0,Metric Tons,AlaskaEco,303676.0
Pacific cod - Bering Sea,Bering Sea,2019,2019.0,305678.0,Metric Tons,AlaskaEco,305678.0
Pacific cod - Bering Sea,Bering Sea,2020,2020.0,270954.0,Metric Tons,AlaskaEco,270954.0
Pacific cod - Bering Sea,Bering Sea,2021,2021.0,254718.0,Metric Tons,AlaskaEco,254718.0
Pacific cod - Bering Sea,Bering Sea,2022,2022.0,250143.6875,Metric Tons,AlaskaEco,250143.6875
Pacific cod - Bering Sea,Bering Sea,2023,2023.0,213565.0,Metric Tons,AlaskaEco,213565.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,273683.0,Metric Tons,AlaskaEco,273683.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,246104.0,Metric Tons,AlaskaEco,246104.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,234222.0,Metric Tons,AlaskaEco,234222.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,323395.0,Metric Tons,AlaskaEco,323395.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,315728.0,Metric Tons,AlaskaEco,315728.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,408484.0,Metric Tons,AlaskaEco,408484.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2018.0,408484.0,Metric Tons,AlaskaEco,408484.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,324062.0,Metric Tons,AlaskaEco,324062.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2020.0,324062.0,Metric Tons,AlaskaEco,324062.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,365392.0,Metric Tons,AlaskaEco,365392.0
Pacific ocean perch - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2022.0,365392.0,Metric Tons,AlaskaEco,365392.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,16447.0,Metric Tons,AlaskaEco,16447.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,23009.0,Metric Tons,AlaskaEco,23009.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,23009.0,Metric Tons,AlaskaEco,23009.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,22191.0,Metric Tons,AlaskaEco,22191.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,24055.0,Metric Tons,AlaskaEco,24055.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,24055.0,Metric Tons,AlaskaEco,24055.0
Shortraker rockfish - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,23547.0,Metric Tons,AlaskaEco,23547.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2013,2013.0,77179.0,Metric Tons,AlaskaEco,77179.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2014,2014.0,68279.0,Metric Tons,AlaskaEco,68279.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2015,2015.0,70209.0,Metric Tons,AlaskaEco,70209.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2016,2016.0,72520.0,Metric Tons,AlaskaEco,72520.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2017,2017.0,77674.0,Metric Tons,AlaskaEco,77674.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2018,2018.0,89844.0,Metric Tons,AlaskaEco,89844.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2019,2018.0,89844.0,Metric Tons,AlaskaEco,89844.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2020,2020.0,90106.0,Metric Tons,AlaskaEco,90106.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2021,2020.0,90106.0,Metric Tons,AlaskaEco,90106.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2022,2022.0,79828.0,Metric Tons,AlaskaEco,79828.0
Walleye pollock - Aleutian Islands,Aleutian Islands,2023,2022.0,79828.0,Metric Tons,AlaskaEco,79828.0
Walleye pollock - Bogoslof,Bogoslof,2013,2013.0,67063.0,Metric Tons,AlaskaEco,67063.0
Walleye pollock - Bogoslof,Bogoslof,2014,2014.0,106000.0,Metric Tons,AlaskaEco,106000.0
Walleye pollock - Bogoslof,Bogoslof,2015,2015.0,105859.0,Metric Tons,AlaskaEco,105859.0
Walleye pollock - Bogoslof,Bogoslof,2016,2016.0,434760.0,Metric Tons,AlaskaEco,434760.0
Walleye pollock - Bogoslof,Bogoslof,2018,2018.0,610276.0,Metric Tons,AlaskaEco,610276.0
Walleye pollock - Bogoslof,Bogoslof,2020,2020.0,378262.0,Metric Tons,AlaskaEco,378262.0
Walleye pollock - Bogoslof,Bogoslof,2022,2022.0,367880.0,Metric Tons,AlaskaEco,367880.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2013,2013.0,2650000.0,Metric Tons,AlaskaEco,2650000.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2014,2014.0,2945000.0,Metric Tons,AlaskaEco,2945000.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2015,2015.0,3483000.0,Metric Tons,AlaskaEco,3483000.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2016,2016.0,4067050.0,Metric Tons,AlaskaEco,4067050.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2017,2017.0,3870000.0,Metric Tons,AlaskaEco,3870000.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2018,2018.0,3552790.0,Metric Tons,AlaskaEco,3552790.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2019,2019.0,3447570.0,Metric Tons,AlaskaEco,3447570.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2020,2020.0,2961540.0,Metric Tons,AlaskaEco,2961540.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2021,2021.0,1797500.0,Metric Tons,AlaskaEco,1797500.0
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2022,2022.0,3948.4599609375,Thousand Metric Tons,AlaskaEco,3948459.9609375
Walleye pollock - Eastern Bering Sea,Eastern Bering Sea,2023,2023.0,3692.0,Thousand Metric Tons,AlaskaEco,3692000.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2013,2013.0,576652.0,Metric Tons,AlaskaEco,576652.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2014,2014.0,636935.0,Metric Tons,AlaskaEco,636935.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2015,2015.0,697207.0,Metric Tons,AlaskaEco,697207.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2016,2016.0,775148.0,Metric Tons,AlaskaEco,775148.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2017,2017.0,884750.0,Metric Tons,AlaskaEco,884750.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2018,2018.0,854807.0,Metric Tons,AlaskaEco,854807.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2019,2019.0,867221.0,Metric Tons,AlaskaEco,867221.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2020,2020.0,1086650.0,Metric Tons,AlaskaEco,1086650.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2021,2021.0,941735.0,Metric Tons,AlaskaEco,941735.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2022,2022.0,923828.0,Metric Tons,AlaskaEco,923828.0
Yellowfin sole - Bering Sea / Aleutian Islands,Bering Sea / Aleutian Islands,2023,2023.0,916.7069702148438,Thousand Metric Tons,AlaskaEco,916706.9702148438
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2013,2013.0,93000.0,Metric Tons,AlaskaEco,93000.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2014,2014.0,94946.0,Metric Tons,AlaskaEco,94946.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2015,2015.0,89957.0,Metric Tons,AlaskaEco,89957.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2016,2016.0,94099.0,Metric Tons,AlaskaEco,94099.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2017,2017.0,81000.0,Metric Tons,AlaskaEco,81000.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2018,2018.0,78600.0,Metric Tons,AlaskaEco,78600.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2019,2019.0,86000.0,Metric Tons,AlaskaEco,86000.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2020,2020.0,94435.0,Metric Tons,AlaskaEco,94435.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2021,2021.0,107469.0,Metric Tons,AlaskaEco,107469.0
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2022,2022.0,133.79100036621094,Thousand Metric Tons,AlaskaEco,133791.00036621094
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,2023,2023.0,156.64999389648438,Thousand Metric Tons,AlaskaEco,156649.99389648438
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2013,2013.0,1200320.0,Metric Tons,AlaskaEco,1200320.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2014,2014.0,1205440.0,Metric Tons,AlaskaEco,1205440.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2015,2015.0,1133010.0,Metric Tons,AlaskaEco,1133010.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2016,2016.0,1174400.0,Metric Tons,AlaskaEco,1174400.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2018,2017.0,923548.0,Metric Tons,AlaskaEco,923548.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2019,2019.0,794350.0,Metric Tons,AlaskaEco,794350.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2020,2019.0,794350.0,Metric Tons,AlaskaEco,794350.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2021,2021.0,730753.0,Metric Tons,AlaskaEco,730753.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2022,2021.0,730753.0,Metric Tons,AlaskaEco,730753.0
Arrowtooth flounder - Gulf of Alaska,Gulf of Alaska,2023,2021.0,730753.0,Metric Tons,AlaskaEco,730753.0
Big skate - Gulf of Alaska,Gulf of Alaska,2013,2013.0,50155.0,Metric Tons,AlaskaEco,50155.0
Big skate - Gulf of Alaska,Gulf of Alaska,2014,2014.0,43540.0,Metric Tons,AlaskaEco,43540.0
Big skate - Gulf of Alaska,Gulf of Alaska,2015,2016.0,50857.0,Metric Tons,AlaskaEco,50857.0
Big skate - Gulf of Alaska,Gulf of Alaska,2016,2016.0,50857.0,Metric Tons,AlaskaEco,50857.0
Big skate - Gulf of Alaska,Gulf of Alaska,2017,2018.0,37975.0,Metric Tons,AlaskaEco,37975.0
Big skate - Gulf of Alaska,Gulf of Alaska,2019,2019.0,42779.0,Metric Tons,AlaskaEco,42779.0
Big skate - Gulf of Alaska,Gulf of Alaska,2021,2021.0,38220.0,Metric Tons,AlaskaEco,38220.0
Big skate - Gulf of Alaska,Gulf of Alaska,2023,2023.0,37804.0,Metric Tons,AlaskaEco,37804.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2013,2013.0,64776.0,Metric Tons,AlaskaEco,64776.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2014,2014.0,66136.0,Metric Tons,AlaskaEco,66136.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2015,2015.0,48918.0,Metric Tons,AlaskaEco,48918.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2016,2016.0,49180.0,Metric Tons,AlaskaEco,49180.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2019,2019.0,28923.0,Metric Tons,AlaskaEco,28923.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2021,2019.0,28923.0,Metric Tons,AlaskaEco,28923.0
Dover sole - Gulf of Alaska,Gulf of Alaska,2023,2023.0,25642.0,Metric Tons,AlaskaEco,25642.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2013,2013.0,31574.0,Metric Tons,AlaskaEco,31574.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2014,2014.0,29213.0,Metric Tons,AlaskaEco,29213.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2015,2015.0,27678.0,Metric Tons,AlaskaEco,27678.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2016,2016.0,25240.0,Metric Tons,AlaskaEco,25240.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2017,2017.0,23201.0,Metric Tons,AlaskaEco,23201.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2018,2018.0,21203.0,Metric Tons,AlaskaEco,21203.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2019,2018.0,21203.0,Metric Tons,AlaskaEco,21203.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2020,2020.0,38202.0,Metric Tons,AlaskaEco,38202.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2021,2020.0,38202.0,Metric Tons,AlaskaEco,38202.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2022,2022.0,45790.0,Metric Tons,AlaskaEco,45790.0
Dusky rockfish - Gulf of Alaska,Gulf of Alaska,2023,2022.0,45790.0,Metric Tons,AlaskaEco,45790.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2013,2013.0,83899.0,Metric Tons,AlaskaEco,83899.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2014,2014.0,84080.0,Metric Tons,AlaskaEco,84080.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2015,2015.0,82007.0,Metric Tons,AlaskaEco,82007.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2016,2016.0,82367.0,Metric Tons,AlaskaEco,82367.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2017,2017.0,83296.0,Metric Tons,AlaskaEco,83296.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2018,2017.0,83296.0,Metric Tons,AlaskaEco,83296.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2019,2017.0,83296.0,Metric Tons,AlaskaEco,83296.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2020,2017.0,83296.0,Metric Tons,AlaskaEco,83296.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2021,2018.0,85762.0,Metric Tons,AlaskaEco,85762.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2022,2022.0,91832.0,Metric Tons,AlaskaEco,91832.0
Flathead sole - Gulf of Alaska,Gulf of Alaska,2023,2022.0,91832.0,Metric Tons,AlaskaEco,91832.0
Giant octopus - Gulf of Alaska,Gulf of Alaska,2015,2015.0,12271.0,Metric Tons,AlaskaEco,12271.0
Giant octopus - Gulf of Alaska,Gulf of Alaska,2016,2015.0,12271.0,Metric Tons,AlaskaEco,12271.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2013,2013.0,12786.0,Metric Tons,AlaskaEco,12786.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2014,2014.0,12480.0,Metric Tons,AlaskaEco,12480.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2015,2015.0,14133.0,Metric Tons,AlaskaEco,14133.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2016,2016.0,13808.0,Metric Tons,AlaskaEco,13808.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2019,2019.0,12800.0,Metric Tons,AlaskaEco,12800.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2020,2019.0,12863.0,Metric Tons,AlaskaEco,12863.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2021,2021.0,8685.0,Metric Tons,AlaskaEco,8685.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2022,2021.0,8685.0,Metric Tons,AlaskaEco,8685.0
Gulf of Alaska Blackspotted and Rougheye Rockfish Complex,,2023,2023.0,13256.0,Metric Tons,AlaskaEco,13256.0
Gulf of Alaska Other Rockfish Complex,,2013,2014.0,83383.0,Metric Tons,AlaskaEco,83383.0
Gulf of Alaska Other Rockfish Complex,,2014,2014.0,83383.0,Metric Tons,AlaskaEco,83383.0
Gulf of Alaska Other Rockfish Complex,,2019,2019.0,59861.0,Metric Tons,AlaskaEco,59861.0
Gulf of Alaska Other Rockfish Complex,,2021,2021.0,58687.0,Metric Tons,AlaskaEco,58687.0
Gulf of Alaska Other Rockfish Complex,,2023,2023.0,70299.0,Metric Tons,AlaskaEco,70299.0
Gulf of Alaska Other Shallow Water Flatfish Complex,,2015,2015.0,89099.0,metric tons,AlaskaEco,89099.0
Gulf of Alaska Other Shallow Water Flatfish Complex,,2016,2016.0,89099.0,metric tons,AlaskaEco,89099.0
Gulf of Alaska Other Shallow Water Flatfish Complex,,2019,2019.0,102781.0,Metric Tons,AlaskaEco,102781.0
Gulf of Alaska Other Shallow Water Flatfish Complex,,2021,2021.0,98205.0,Metric Tons,AlaskaEco,98205.0
Gulf of Alaska Other Shallow Water Flatfish Complex,,2023,2021.0,98205.0,Metric Tons,AlaskaEco,98205.0
Gulf of Alaska Sculpin Complex,,2013,2013.0,33550.0,Metric Tons,AlaskaEco,33550.0
Gulf of Alaska Sculpin Complex,,2014,2014.0,33550.0,Metric Tons,AlaskaEco,33550.0
Gulf of Alaska Sculpin Complex,,2015,2015.0,34943.0,Metric Tons,AlaskaEco,34943.0
Gulf of Alaska Sculpin Complex,,2016,2016.0,34943.0,Metric Tons,AlaskaEco,34943.0
Gulf of Alaska Sculpin Complex,,2017,2017.0,32918.0,Metric Tons,AlaskaEco,32918.0
Gulf of Alaska Sculpin Complex,,2019,2019.0,33010.0,Metric Tons,AlaskaEco,33010.0
Gulf of Alaska Sculpin Complex,,2023,2023.0,25192.0,Metric Tons,AlaskaEco,25192.0
Gulf of Alaska Shallow Water Flatfish Complex,,2015,2015.0,83979.0,metric tons,AlaskaEco,83979.0
Gulf of Alaska Shallow Water Flatfish Complex,,2016,2016.0,75853.0,metric tons,AlaskaEco,75853.0
Gulf of Alaska Shark Complex,,2020,2020.0,23289.0,Metric Tons,AlaskaEco,23289.0
Gulf of Alaska Skate Complex,,2015,2015.0,119174.0,metric tons,AlaskaEco,119174.0
Gulf of Alaska Skate Complex,,2016,2016.0,119174.0,metric tons,AlaskaEco,119174.0
Gulf of Alaska Skate Complex,,2019,2019.0,11662.0,Metric Tons,AlaskaEco,11662.0
Gulf of Alaska Skate Complex,,2021,2021.0,13114.0,Metric Tons,AlaskaEco,13114.0
Gulf of Alaska Skate Complex,,2023,2023.0,8869.0,Metric Tons,AlaskaEco,8869.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2013,2014.0,38349.0,Metric Tons,AlaskaEco,38349.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2014,2015.0,42911.0,Metric Tons,AlaskaEco,42911.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2015,2016.0,42737.0,Metric Tons,AlaskaEco,42737.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2016,2016.0,42737.0,Metric Tons,AlaskaEco,42737.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2017,2017.0,47632.0,Metric Tons,AlaskaEco,47632.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2019,2019.0,34487.0,Metric Tons,AlaskaEco,34487.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2021,2021.0,36162.0,Metric Tons,AlaskaEco,36162.0
Longnose skate - Gulf of Alaska,Gulf of Alaska,2023,2023.0,33804.0,Metric Tons,AlaskaEco,33804.0
North Pacific spiny dogfish - Gulf of Alaska,Gulf of Alaska,2022,2021.0,31243.0,Metric Tons,AlaskaEco,31243.0
Northern rock sole - Central Gulf of Alaska,Central Gulf of Alaska,2021,2021.0,10526.0,Metric Tons,AlaskaEco,10526.0
Northern rock sole - Central Gulf of Alaska,Central Gulf of Alaska,2022,2021.0,10526.0,Metric Tons,AlaskaEco,10526.0
